epoch,loss_train,loss_val
1.0,23.059345245361328,21.404130935668945
2.0,21.40961265563965,21.226369857788086
3.0,21.171762466430664,21.124170303344727
4.0,20.997121810913086,21.00111961364746
5.0,20.69291114807129,20.65298843383789
6.0,20.43610954284668,20.33060646057129
7.0,20.080385208129883,20.00729751586914
8.0,19.774723052978516,19.74522590637207
9.0,19.42449378967285,19.410446166992188
10.0,19.093326568603516,19.071420669555664
11.0,18.866321563720703,18.904956817626953
12.0,18.563575744628906,18.603513717651367
13.0,18.27707290649414,18.540029525756836
14.0,17.990999221801758,18.12924575805664
15.0,17.77834129333496,18.08819580078125
16.0,17.479534149169922,17.683332443237305
17.0,17.242446899414062,17.590057373046875
18.0,16.99496841430664,17.499473571777344
19.0,16.733112335205078,17.1503963470459
20.0,16.514190673828125,16.911052703857422
21.0,16.26496124267578,16.810504913330078
22.0,16.0008487701416,16.489465713500977
23.0,15.664851188659668,16.467571258544922
24.0,15.42855453491211,16.127723693847656
25.0,15.219376564025879,15.828407287597656
26.0,14.90832805633545,15.697580337524414
27.0,14.64516830444336,15.579237937927246
28.0,14.350480079650879,15.293100357055664
29.0,14.083864212036133,15.18015193939209
30.0,13.840357780456543,14.86359977722168
31.0,13.609025001525879,14.661554336547852
32.0,13.300904273986816,14.441083908081055
33.0,13.115326881408691,14.24773120880127
34.0,12.87871265411377,14.164999008178711
35.0,12.613926887512207,14.077828407287598
36.0,12.36739730834961,13.838531494140625
37.0,12.211848258972168,13.710128784179688
38.0,12.00100040435791,13.522089004516602
39.0,11.804591178894043,13.335312843322754
40.0,11.604686737060547,13.138737678527832
41.0,11.50363826751709,12.877459526062012
42.0,11.277708053588867,12.784974098205566
43.0,11.060477256774902,12.771071434020996
44.0,10.859663009643555,12.564473152160645
45.0,10.70763111114502,12.548076629638672
46.0,10.589815139770508,12.395865440368652
47.0,10.375028610229492,12.2789945602417
48.0,10.259465217590332,12.150914192199707
49.0,10.093984603881836,11.937090873718262
50.0,9.982137680053711,11.80440902709961
51.0,9.81779956817627,11.710208892822266
52.0,9.66053295135498,11.47923469543457
53.0,9.508037567138672,11.346612930297852
54.0,9.400697708129883,11.428641319274902
55.0,9.271932601928711,11.393247604370117
56.0,9.108957290649414,11.212285041809082
57.0,8.966206550598145,11.134310722351074
58.0,8.897812843322754,10.87673282623291
59.0,8.739710807800293,10.819405555725098
60.0,8.610441207885742,10.875065803527832
61.0,8.520661354064941,10.678634643554688
62.0,8.373611450195312,10.537187576293945
63.0,8.236234664916992,10.560491561889648
64.0,8.115105628967285,10.3010835647583
65.0,8.0613374710083,10.261297225952148
66.0,7.957407474517822,10.29457950592041
67.0,7.832878589630127,10.122633934020996
68.0,7.720226764678955,9.999288558959961
69.0,7.620311737060547,10.060535430908203
70.0,7.513853549957275,9.912493705749512
71.0,7.403377056121826,9.845015525817871
72.0,7.331391334533691,9.8239107131958
73.0,7.220263957977295,9.643610000610352
74.0,7.1214070320129395,9.518205642700195
75.0,7.027289867401123,9.44834041595459
76.0,6.939478397369385,9.536765098571777
77.0,6.826488971710205,9.297178268432617
78.0,6.760641574859619,9.379828453063965
79.0,6.646822452545166,9.335123062133789
80.0,6.507053852081299,9.131772994995117
81.0,6.488893985748291,9.143698692321777
82.0,6.409730911254883,8.985065460205078
83.0,6.295810222625732,8.82989501953125
84.0,6.192389965057373,8.952326774597168
85.0,6.112062454223633,8.874454498291016
86.0,6.076359748840332,8.68577766418457
87.0,5.9574408531188965,8.690677642822266
88.0,5.900971412658691,8.606122970581055
89.0,5.803184509277344,8.651854515075684
90.0,5.759265899658203,8.569499015808105
91.0,5.687244415283203,8.353141784667969
92.0,5.594481468200684,8.267666816711426
93.0,5.541313171386719,8.270627975463867
94.0,5.464953422546387,8.348512649536133
95.0,5.395227909088135,8.191630363464355
96.0,5.272883415222168,8.204833984375
97.0,5.2235589027404785,8.11971378326416
98.0,5.146772384643555,8.026403427124023
99.0,5.083860874176025,8.062698364257812
100.0,5.0414137840271,7.974349498748779
101.0,4.990041732788086,7.967660427093506
102.0,4.874390125274658,7.980942249298096
103.0,4.824254989624023,7.721285343170166
104.0,4.78778600692749,7.723526954650879
105.0,4.721596717834473,7.771533489227295
106.0,4.674453258514404,7.550644397735596
107.0,4.591851711273193,7.552760601043701
108.0,4.5604166984558105,7.492137908935547
109.0,4.458469390869141,7.514709949493408
110.0,4.422219276428223,7.510570526123047
111.0,4.395515441894531,7.33634090423584
112.0,4.290047645568848,7.325109958648682
113.0,4.236287593841553,7.366220951080322
114.0,4.192541122436523,7.329329490661621
115.0,4.153237342834473,7.100066661834717
116.0,4.120594024658203,7.143044471740723
117.0,4.056404113769531,7.161619663238525
118.0,3.9987142086029053,7.153384685516357
119.0,3.957397222518921,7.140877723693848
120.0,3.8881278038024902,6.916155815124512
121.0,3.842444658279419,6.9732794761657715
122.0,3.836280584335327,6.994166851043701
123.0,3.7702980041503906,6.941995620727539
124.0,3.702162981033325,6.780938625335693
125.0,3.6800639629364014,6.818435192108154
126.0,3.5985045433044434,6.809762954711914
127.0,3.561727523803711,6.726315498352051
128.0,3.541354179382324,6.712724208831787
129.0,3.502006769180298,6.742630958557129
130.0,3.4532244205474854,6.598251819610596
131.0,3.4185233116149902,6.734038352966309
132.0,3.3819527626037598,6.722299098968506
133.0,3.3340089321136475,6.531223297119141
134.0,3.297703981399536,6.491910457611084
135.0,3.2378642559051514,6.444733619689941
136.0,3.2031426429748535,6.378536701202393
137.0,3.17765212059021,6.342126846313477
138.0,3.1189069747924805,6.347028732299805
139.0,3.091522455215454,6.231533527374268
140.0,3.0561442375183105,6.4119720458984375
141.0,2.9981606006622314,6.377734661102295
142.0,2.9909472465515137,6.228204250335693
143.0,2.942328929901123,6.3158793449401855
144.0,2.8938965797424316,6.258764743804932
145.0,2.8842406272888184,6.194311618804932
146.0,2.8602874279022217,6.138424873352051
147.0,2.7955806255340576,6.0233941078186035
148.0,2.7620911598205566,6.066745758056641
149.0,2.7558140754699707,6.111103534698486
150.0,2.7208950519561768,5.958312511444092
151.0,2.6643738746643066,5.921632289886475
152.0,2.6670286655426025,5.967773914337158
153.0,2.61660099029541,5.914116859436035
154.0,2.5745227336883545,5.942219257354736
155.0,2.570904493331909,5.8839497566223145
156.0,2.5489344596862793,5.896897792816162
157.0,2.5073390007019043,5.758084297180176
158.0,2.47164249420166,5.76885986328125
159.0,2.431450366973877,5.811282157897949
160.0,2.424546957015991,5.772449493408203
161.0,2.394167184829712,5.708174228668213
162.0,2.3681373596191406,5.73878288269043
163.0,2.3476712703704834,5.8353166580200195
164.0,2.294712543487549,5.6713032722473145
165.0,2.277859687805176,5.666145324707031
166.0,2.2604925632476807,5.5576958656311035
167.0,2.234626293182373,5.719463348388672
168.0,2.220531463623047,5.733656406402588
169.0,2.1908199787139893,5.53171968460083
170.0,2.1623170375823975,5.593009948730469
171.0,2.120866060256958,5.596554279327393
172.0,2.068282127380371,5.54256534576416
173.0,2.065155029296875,5.470484256744385
174.0,2.072331428527832,5.356812000274658
175.0,2.036322593688965,5.389584064483643
176.0,2.0142018795013428,5.381063938140869
177.0,1.9994615316390991,5.487419128417969
178.0,1.969211459159851,5.434206485748291
179.0,1.9592511653900146,5.34365701675415
180.0,1.9278899431228638,5.422391891479492
181.0,1.911665916442871,5.465341567993164
182.0,1.8771189451217651,5.488743305206299
183.0,1.8756929636001587,5.377097129821777
184.0,1.8429315090179443,5.246293067932129
185.0,1.8326256275177002,5.254036903381348
186.0,1.7956643104553223,5.258328437805176
187.0,1.8112741708755493,5.3313093185424805
188.0,1.7806463241577148,5.27239990234375
189.0,1.7474411725997925,5.121265888214111
190.0,1.7375328540802002,5.245663166046143
191.0,1.7239854335784912,5.21175479888916
192.0,1.6939163208007812,5.172025680541992
193.0,1.6958253383636475,5.243725776672363
194.0,1.6602365970611572,5.1964192390441895
195.0,1.6406761407852173,5.246681213378906
196.0,1.6551742553710938,5.017362594604492
197.0,1.6138707399368286,5.129240989685059
198.0,1.5824800729751587,5.086671352386475
199.0,1.5969711542129517,5.321216106414795
200.0,1.5843870639801025,4.924688339233398
201.0,1.5392118692398071,5.0675883293151855
202.0,1.5415279865264893,5.041101932525635
203.0,1.5349762439727783,5.077784061431885
204.0,1.5037752389907837,4.98431921005249
205.0,1.4643288850784302,5.048978328704834
